iter	Logloss
179	0.3416186101
180	0.3410581262
181	0.3401127602
182	0.3392629801
183	0.338539453
184	0.3377256403
185	0.3367183222
186	0.3359779736
187	0.3347336419
188	0.3339608846
189	0.3331857647
190	0.332428839
191	0.3310485546
192	0.3301524492
193	0.3290638217
194	0.32826681
195	0.3275424576
196	0.3268007178
197	0.3263381155
198	0.3253547958
199	0.324603894
200	0.3240279445
201	0.323328615
202	0.3218999433
203	0.321435015
204	0.3204957994
205	0.319409797
206	0.3189164667
207	0.3181827653
208	0.3164416677
209	0.3147691145
210	0.3139562887
211	0.3134799517
212	0.3121678871
213	0.3117246924
214	0.3108128811
215	0.3100681214
216	0.3094005908
217	0.3087409597
218	0.3077127012
219	0.3061614665
220	0.3056020872
221	0.3051988997
222	0.3044647991
223	0.3037284353
224	0.3027792921
225	0.3021971124
226	0.301425373
227	0.3008319915
228	0.2998925766
229	0.2989846861
230	0.298107569
231	0.296891764
232	0.2961704698
233	0.2952912427
234	0.2939185689
235	0.2929203599
236	0.2918550037
237	0.2907934699
238	0.2899209769
239	0.2894582747
240	0.2887834033
241	0.2881298159
242	0.2874197475
243	0.2866645704
244	0.2859568296
245	0.2849119018
246	0.2841657403
247	0.2835380269
248	0.2826209064
249	0.2816940377
250	0.2804566835
251	0.2795446669
252	0.2787620645
253	0.2781236568
254	0.2773993576
255	0.2768163491
256	0.275885776
257	0.275309371
258	0.274942641
259	0.2740863013
260	0.2730751009
261	0.272239841
262	0.2713870347
263	0.2705709599
264	0.2698835286
265	0.2692144799
266	0.2685600673
267	0.2676456883
268	0.266797553
269	0.266107424
270	0.2654784365
271	0.2651175166
272	0.2643598973
273	0.2639903637
274	0.2630168604
275	0.2619637489
276	0.2611515934
277	0.2600601535
278	0.2593392025
279	0.2587773039
280	0.2584430093
281	0.2574716636
282	0.2569903856
283	0.2558691172
284	0.2551745862
285	0.2539956793
286	0.2530118279
287	0.2524839764
288	0.2520890066
289	0.2516028912
290	0.2508366823
291	0.2500675128
292	0.2492508554
293	0.2483997375
294	0.2473642664
295	0.2463507625
296	0.2454271557
297	0.2449876618
298	0.2439662153
299	0.2435483499
300	0.2425379548
301	0.2418226788
302	0.2414248511
303	0.2408394838
304	0.2398718187
305	0.2396104674
306	0.2391755884
307	0.2387932923
308	0.2383252015
309	0.2379372993
310	0.2371365456
311	0.2367983725
312	0.2360714426
313	0.2352943216
314	0.2350467618
315	0.2342759428
316	0.2336550484
317	0.2329346389
318	0.2323568595
319	0.2315527533
320	0.2309704254
321	0.2305084082
322	0.230118035
323	0.2291977833
324	0.2287053149
325	0.2281400346
326	0.2276317616
327	0.2270469989
328	0.2265989459
329	0.226076567
330	0.225446245
331	0.2249698579
332	0.2241219709
333	0.2236106237
334	0.2230957432
335	0.2225512842
336	0.2219300798
337	0.22123757
338	0.2203001341
339	0.2195370674
340	0.2190873834
341	0.2185083976
342	0.2175093996
343	0.2167183925
344	0.2163444274
345	0.2157619241
346	0.2153912029
347	0.2148306743
348	0.2141609905
349	0.2134399514
350	0.2128248795
351	0.2123399309
352	0.2120555904
353	0.2115017126
354	0.2111863086
355	0.2108256586
356	0.2100839615
357	0.209330367
358	0.2086706312
359	0.2079719159
360	0.2073189235
361	0.2068117847
362	0.2061908459
363	0.205563547
364	0.2050627529
365	0.2046127009
366	0.2041335924
367	0.2036804021
368	0.2033387849
369	0.2022634902
370	0.2019473685
371	0.2017176501
372	0.2012522918
373	0.2007123371
374	0.200113875
375	0.1998251826
376	0.1993968433
377	0.1989298577
378	0.1984416446
379	0.1980478898
380	0.1977110304
381	0.1974043895
382	0.1968661009
383	0.1965741002
384	0.195991544
385	0.1956129171
386	0.1950434073
387	0.1946833628
388	0.1944183665
389	0.1938517372
390	0.1935523635
391	0.19314666
392	0.1928294395
393	0.1923858223
394	0.1916306539
395	0.1913359332
396	0.191098155
397	0.1907606502
398	0.1903926462
399	0.1900517703
400	0.1895672326
401	0.1891969065
402	0.1890568381
403	0.1887371989
404	0.1879946746
405	0.1877090708
406	0.1874500426
407	0.1870980888
408	0.186789574
409	0.1862998032
410	0.1858275055
411	0.1854807437
412	0.1848912029
413	0.1841524256
414	0.1838033309
415	0.1834901483
416	0.1830558007
417	0.1827058252
418	0.1825028794
419	0.1821043689
420	0.1817014903
421	0.1810597967
422	0.1806346615
423	0.1802217509
424	0.1796919715
425	0.1793979452
426	0.1787296283
427	0.1782005092
428	0.1777620167
429	0.177365572
430	0.1771651646
431	0.1767787441
432	0.1762883172
433	0.17578441
434	0.1753832523
435	0.1749067376
436	0.1745643402
437	0.1742693867
438	0.1738615072
439	0.1735270285
440	0.1730979448
441	0.1724950376
442	0.1721523108
443	0.1717541346
444	0.1713067367
445	0.1708564033
446	0.1704922059
447	0.1698345062
448	0.1694185089
449	0.1688861062
450	0.1683071344
451	0.1681290806
452	0.1676872907
453	0.1674045341
454	0.1668291559
455	0.1664955726
456	0.1660668223
457	0.1655639155
458	0.1651489535
459	0.1648128951
460	0.164428212
461	0.1640467364
462	0.1631114821
463	0.162785131
464	0.1625749089
465	0.1619587919
466	0.1612982215
467	0.1605879005
468	0.1601034358
469	0.1598326905
470	0.1593395547
471	0.1588913232
472	0.158684796
473	0.158422569
474	0.1580224896
475	0.1576128822
476	0.1572580135
477	0.1567786995
478	0.1564211609
479	0.1561873946
480	0.1559381136
481	0.1554327052
482	0.1548014711
483	0.1545048811
484	0.1541355021
485	0.1539901746
486	0.1536489677
487	0.1534499499
488	0.153169573
489	0.1528536107
490	0.1525629006
491	0.1523398677
492	0.151959224
493	0.1516930765
494	0.1512552368
495	0.1509124649
496	0.1506848871
497	0.150446783
498	0.1501918883
499	0.1499100907
500	0.1494485362
501	0.1490437217
502	0.1486667219
503	0.1484078423
504	0.1480255667
505	0.1478106333
506	0.1474964175
507	0.147223192
508	0.1467720168
509	0.1465650247
510	0.146226129
511	0.1458842697
512	0.1454413339
513	0.1449532055
514	0.1446489779
515	0.144350427
516	0.1440742741
517	0.1437535074
518	0.1434031409
519	0.1429202756
520	0.1425617003
521	0.1420618095
522	0.1416197364
523	0.1413835458
524	0.1409590255
525	0.1404459382
526	0.1400226566
527	0.1397651747
528	0.1394949244
529	0.1392798303
530	0.138769387
531	0.1384369971
532	0.1380051175
533	0.1375051927
534	0.1372850183
535	0.1367909352
536	0.1364130364
537	0.1359805155
538	0.135771143
539	0.1355054023
540	0.1352228124
541	0.1350092369
542	0.1347216637
543	0.1343476814
544	0.1340161257
545	0.1337664623
546	0.1334490653
547	0.1331828047
548	0.1329241939
549	0.1325517165
550	0.132213599
551	0.1319364601
552	0.1315556008
553	0.1312362297
554	0.1309759212
555	0.1306417842
556	0.1304938732
557	0.1303089749
558	0.1299613391
559	0.1296603699
560	0.1294665073
561	0.1292120046
562	0.1289327266
563	0.1285818041
564	0.1282925907
565	0.127873118
566	0.127515729
567	0.1272920599
568	0.1269049969
569	0.1265309091
570	0.1262790939
571	0.125880375
572	0.125581858
573	0.1252794096
574	0.1250014522
575	0.1246777947
576	0.124499979
577	0.1241537876
578	0.1237234781
579	0.1234671148
580	0.1232517967
581	0.1229584117
582	0.1225629266
583	0.1222299706
584	0.1219879911
585	0.1216578233
586	0.121389302
587	0.1211216149
588	0.1207779643
589	0.1205000806
590	0.1202946435
591	0.1201252626
592	0.1197985147
593	0.1196344772
594	0.1193292414
595	0.1189943287
596	0.1187820026
597	0.1185630411
598	0.118327011
599	0.1182028653
600	0.1180846031
601	0.1179292093
602	0.1177879322
603	0.1174534304
604	0.1172480185
605	0.1170086752
606	0.1168718432
607	0.1166507512
608	0.1164796738
609	0.1162133979
610	0.1159443425
611	0.1156184124
612	0.1153588234
613	0.1152523453
614	0.1150795418
615	0.1150170812
616	0.1148209418
617	0.1145331573
618	0.1142933239
619	0.1139039866
620	0.1135948614
621	0.1133542141
622	0.113087413
623	0.1128197016
624	0.1125071696
625	0.1123268982
626	0.1121243936
627	0.1119649335
628	0.1117116877
629	0.1114306418
630	0.1111385525
631	0.1109733943
632	0.1106531141
633	0.1104967119
634	0.1102929644
635	0.110136929
636	0.109846992
637	0.1095030059
638	0.1090095157
639	0.1088408074
640	0.1085738108
641	0.1083412231
642	0.1082632152
643	0.1078688536
644	0.107537313
645	0.1072853979
646	0.1070529483
647	0.1069583247
648	0.1066514893
649	0.1063905074
650	0.1062309389
651	0.1059342479
652	0.1056943612
653	0.1055292617
654	0.105078408
655	0.1048697731
656	0.1045437823
657	0.1043561239
658	0.1041058111
659	0.1036856891
660	0.1034365054
661	0.1032884541
662	0.102967104
663	0.1026980823
664	0.1024632075
665	0.1021494389
666	0.101932225
667	0.1018065718
668	0.101619277
669	0.1012685044
670	0.1010948649
671	0.1009124837
672	0.10068805
673	0.100484531
674	0.1002106614
675	0.1000401877
676	0.09978519946
677	0.09965051733
678	0.09938962447
679	0.09919180184
680	0.09896519221
681	0.09878896775
682	0.09863531307
683	0.09828652549
684	0.09816122775
685	0.09781481991
686	0.09767146485
687	0.09737949524
688	0.09714553843
689	0.09691118856
690	0.09672186618
691	0.0965505821
692	0.09636327726
693	0.09625590006
694	0.09608847566
695	0.09576785166
696	0.09561599562
697	0.09546058872
698	0.09526976342
699	0.09503742296
700	0.094847231
701	0.09455521739
702	0.0944131819
703	0.09428621847
704	0.09406285172
705	0.09388586836
706	0.09362056024
707	0.09334327483
708	0.09308921968
709	0.09294649138
710	0.09284679589
711	0.09259549171
712	0.09248041758
713	0.09219563018
714	0.09198192234
715	0.09171740274
716	0.09163706691
717	0.0914812828
718	0.0913904867
719	0.09128080325
720	0.09114856207
721	0.09097676363
722	0.09084327526
723	0.09076319674
724	0.09044509086
725	0.09030803726
726	0.09013755732
727	0.09000279595
728	0.08989007515
729	0.0897604675
730	0.0895966408
731	0.0894248795
732	0.08919535886
733	0.08897321784
734	0.0888209227
735	0.08851323324
736	0.08843069816
737	0.08826196683
738	0.08810052815
739	0.08795862044
740	0.08779454632
741	0.08765053745
742	0.08749836918
743	0.08719101063
744	0.08691868358
745	0.08672002369
746	0.08666250676
747	0.08638705053
748	0.08618167072
749	0.08608462564
750	0.0858865048
751	0.08575577236
752	0.08556235128
753	0.08542238837
754	0.08527277506
755	0.08515104101
756	0.08497225081
757	0.08472485684
758	0.08456121157
759	0.08445272316
760	0.08431793335
761	0.08426105624
762	0.08404299892
763	0.0839290228
764	0.08382828572
765	0.08361819948
766	0.08340279498
767	0.08327484253
768	0.0831679697
769	0.08296519978
770	0.08280545323
771	0.08272702797
772	0.0825399993
773	0.0823257596
774	0.08223157477
775	0.08208264444
776	0.08189192326
777	0.08177842493
778	0.08159408155
779	0.08143651245
780	0.08127581361
781	0.08103453912
782	0.0808603456
783	0.08071545702
784	0.08041921499
785	0.08032071791
786	0.08016639407
787	0.07990300431
788	0.07971934075
789	0.07960228804
790	0.07946540393
791	0.07937638074
792	0.07920668424
793	0.07908064678
794	0.0789346152
795	0.07879468582
796	0.07870759255
797	0.07857771971
798	0.07838720387
799	0.07829266499
800	0.07819147753
801	0.07801605783
802	0.07785758541
803	0.07774721283
804	0.07761116283
805	0.07747858739
806	0.07736186007
807	0.07723503239
808	0.07707864347
809	0.07692434563
810	0.07679838038
811	0.07661979227
812	0.07644092138
813	0.07629661005
814	0.07623203457
815	0.07605872631
816	0.07594526262
817	0.0757854262
818	0.07566854804
819	0.07560237224
820	0.07554180863
821	0.07544410259
822	0.07530235822
823	0.07512830125
824	0.07495066949
825	0.07482923143
826	0.07462848797
827	0.07454410656
828	0.07440237415
829	0.07426773437
830	0.07416013544
831	0.07406022853
832	0.07397796205
833	0.07385877458
834	0.07378397921
835	0.07355532464
836	0.07342233701
837	0.07327256737
838	0.07317246824
839	0.07305689448
840	0.07296683258
841	0.07282644839
842	0.07253772112
843	0.07238141499
844	0.07224155818
845	0.07213688059
846	0.07204086368
847	0.07196963977
848	0.07183122299
849	0.07170449222
850	0.0715846196
851	0.07147816806
852	0.07135868503
853	0.07121474834
854	0.07110695604
855	0.07094121835
856	0.07087500193
857	0.07076654509
858	0.07061455525
859	0.07051326606
860	0.07032322994
861	0.07020470059
862	0.07010090968
863	0.07000863276
864	0.06988801006
865	0.06973903363
866	0.06954281455
867	0.06937482939
868	0.06929007698
869	0.06917852792
870	0.06907890647
871	0.06901817631
872	0.06889740875
873	0.06875169925
874	0.06868350905
875	0.06855640342
876	0.06842441296
877	0.06827761414
878	0.06819430759
879	0.06810102545
880	0.06801263589
881	0.06784012974
882	0.06772920848
883	0.06757075514
884	0.06751187672
885	0.06734463477
886	0.06717944714
887	0.06702647607
888	0.06692658814
889	0.06673301143
890	0.06659468849
891	0.06652821372
892	0.06648562127
893	0.06629422396
894	0.06624883677
895	0.06605276962
896	0.06598456165
897	0.06583379983
898	0.06575195959
899	0.065644935
900	0.06551249653
901	0.06540537087
902	0.06531800613
903	0.06522080411
904	0.06508427739
905	0.06496802418
906	0.06482106717
907	0.0647175018
908	0.06463952745
909	0.06454162002
910	0.06434841028
911	0.06414012961
912	0.06407118158
913	0.06397478512
914	0.06391044171
915	0.06377922172
916	0.06359380981
917	0.06348476123
918	0.06334727616
919	0.06322503694
920	0.06314855063
921	0.06306167589
922	0.06296620956
923	0.06285278177
924	0.0627673111
925	0.06265390315
926	0.06257404662
927	0.06240885262
928	0.06234906473
929	0.06228331225
930	0.06219636755
931	0.06211454375
932	0.06204497085
933	0.06197242109
934	0.06190726595
935	0.06174307462
936	0.06166251462
937	0.06154810473
938	0.06149612699
939	0.06136389295
940	0.06126889949
941	0.06110292082
942	0.06101204297
943	0.06091429851
944	0.06078054536
945	0.06068772405
946	0.06053085352
947	0.06045446028
948	0.06033007905
949	0.06020888715
950	0.06014002449
951	0.06003526151
952	0.05997199844
953	0.05986369004
954	0.05974688972
955	0.05968443465
956	0.05959130107
957	0.05950523283
958	0.05933591058
959	0.05918523585
960	0.05913370981
961	0.05904643051
962	0.05892442023
963	0.05882083979
964	0.05871515771
965	0.05863152038
966	0.0585612758
967	0.05847028615
968	0.05840647453
969	0.05830847379
970	0.05822480582
971	0.05813792384
972	0.05803194399
973	0.05796257571
974	0.05780472928
975	0.05774705922
976	0.05760217184
977	0.05743843502
978	0.05739562733
979	0.05730403397
980	0.05716201174
981	0.05706628424
982	0.05696181628
983	0.05687897102
984	0.05676133042
985	0.05672099526
986	0.05661980889
987	0.05651060227
988	0.0564035294
989	0.05633661151
990	0.05622780016
991	0.0561026456
992	0.05598771276
993	0.05588734452
994	0.05576593829
995	0.05567827171
996	0.05562552161
997	0.05552674969
998	0.05541602857
999	0.05532556747
